Railcard,Payment Method,Departure Station,Price,Refund Request
None,Credit Card,London Paddington,110,No
Disabled,Credit Card,York,34,No
None,Contactless,Manchester Piccadilly,203,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
Adult,Contactless,London Euston,48,No
None,Credit Card,Manchester Piccadilly,126,No
None,Credit Card,Liverpool Lime Street,113,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,London Euston,71,No
None,Credit Card,Birmingham New Street,8,No
Adult,Credit Card,London St Pancras,8,No
None,Credit Card,York,5,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,5,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,Manchester Piccadilly,4,No
Adult,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,19,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Paddington,19,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,126,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Paddington,26,No
None,Contactless,London Paddington,19,No
None,Credit Card,London Kings Cross,86,No
None,Credit Card,London Euston,10,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Kings Cross,86,No
Disabled,Contactless,London Kings Cross,36,No
Disabled,Contactless,London Kings Cross,36,No
None,Credit Card,Liverpool Lime Street,5,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Debit Card,London Paddington,18,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,10,No
Senior,Contactless,Manchester Piccadilly,10,No
None,Credit Card,York,6,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Contactless,Liverpool Lime Street,5,No
Senior,Credit Card,London Euston,7,No
None,Credit Card,Birmingham New Street,21,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,Manchester Piccadilly,4,No
None,Debit Card,London Euston,108,No
None,Contactless,London St Pancras,12,No
None,Contactless,London St Pancras,80,Yes
Adult,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Contactless,London Kings Cross,23,No
None,Credit Card,London Euston,78,No
None,Contactless,London St Pancras,12,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,5,No
Adult,Debit Card,Birmingham New Street,11,Yes
None,Contactless,London Paddington,13,No
None,Contactless,London Euston,10,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Kings Cross,86,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London Euston,10,No
Adult,Contactless,London St Pancras,8,No
Adult,Contactless,London St Pancras,8,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Paddington,19,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Kings Cross,53,No
None,Contactless,London Paddington,41,No
None,Contactless,Manchester Piccadilly,203,No
None,Credit Card,Liverpool Lime Street,5,No
Adult,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Kings Cross,53,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Kings Cross,53,No
Disabled,Credit Card,London Paddington,13,No
None,Contactless,Manchester Piccadilly,4,No
Senior,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Paddington,41,No
None,Credit Card,London Paddington,41,No
None,Contactless,London Paddington,19,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Kings Cross,35,No
Adult,Credit Card,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Euston,10,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,53,Yes
None,Contactless,London Kings Cross,53,No
None,Credit Card,Birmingham New Street,8,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Birmingham New Street,11,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,13,No
None,Contactless,Liverpool Lime Street,5,No
Senior,Credit Card,London Euston,7,No
None,Contactless,London St Pancras,12,No
Senior,Credit Card,Liverpool Lime Street,10,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Birmingham New Street,8,No
None,Credit Card,Manchester Piccadilly,4,No
None,Debit Card,London St Pancras,12,No
None,Debit Card,London St Pancras,80,No
None,Debit Card,London St Pancras,12,Yes
None,Credit Card,London St Pancras,12,No
Adult,Debit Card,London Paddington,13,No
None,Credit Card,London Paddington,19,No
Adult,Credit Card,Liverpool Lime Street,3,No
None,Contactless,Reading,94,No
Adult,Contactless,Birmingham New Street,49,No
Adult,Contactless,Liverpool Lime Street,76,No
None,Contactless,London Paddington,13,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London St Pancras,80,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Birmingham New Street,8,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,19,No
None,Credit Card,York,50,No
None,Credit Card,London Euston,107,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Birmingham New Street,10,No
None,Credit Card,London St Pancras,12,No
Senior,Credit Card,Liverpool Lime Street,8,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Birmingham New Street,10,No
None,Credit Card,London Euston,7,No
None,Contactless,London Kings Cross,53,No
Adult,Contactless,Liverpool Lime Street,6,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,Yes
Senior,Credit Card,London St Pancras,23,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,London St Pancras,23,No
Senior,Credit Card,London St Pancras,23,No
Senior,Credit Card,London St Pancras,23,No
Senior,Credit Card,London St Pancras,23,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Credit Card,Manchester Piccadilly,10,No
None,Credit Card,London St Pancras,80,No
Adult,Credit Card,Oxford,51,No
Adult,Credit Card,London Paddington,13,No
None,Credit Card,Manchester Piccadilly,11,No
None,Credit Card,London Kings Cross,57,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,London Euston,162,No
None,Contactless,Liverpool Lime Street,5,No
Adult,Credit Card,London Paddington,13,No
Senior,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,Birmingham New Street,8,No
None,Credit Card,Birmingham New Street,8,No
None,Contactless,London Euston,10,No
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,London Paddington,13,No
Adult,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Euston,10,No
None,Credit Card,Birmingham New Street,7,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Kings Cross,53,No
Adult,Credit Card,London Euston,72,No
Adult,Credit Card,London Euston,72,No
Senior,Contactless,Birmingham New Street,6,No
None,Contactless,London Euston,10,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
None,Contactless,Liverpool Lime Street,3,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Credit Card,Oxford,17,No
Adult,Contactless,Liverpool Lime Street,20,No
Disabled,Contactless,London Kings Cross,48,No
Adult,Contactless,London Euston,72,No
Disabled,Contactless,York,8,No
Disabled,Contactless,York,8,No
Senior,Credit Card,London Euston,7,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,York,11,No
Adult,Contactless,London Euston,7,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Euston,143,No
None,Credit Card,Reading,18,No
Disabled,Credit Card,York,7,No
None,Credit Card,London Kings Cross,70,No
Adult,Credit Card,London St Pancras,11,No
None,Contactless,London Euston,104,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,25,No
Adult,Credit Card,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,53,No
Disabled,Credit Card,London Kings Cross,38,No
Disabled,Credit Card,York,4,No
None,Contactless,London Kings Cross,53,No
Adult,Debit Card,Liverpool Lime Street,3,Yes
None,Contactless,London Paddington,13,No
None,Credit Card,London Euston,10,No
None,Credit Card,Reading,19,No
None,Contactless,London Paddington,19,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Reading,19,No
Senior,Contactless,Manchester Piccadilly,13,No
None,Contactless,London Kings Cross,35,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,Manchester Piccadilly,5,No
None,Debit Card,Edinburgh Waverley,64,Yes
None,Contactless,London Paddington,13,No
None,Contactless,London Euston,7,No
None,Credit Card,London St Pancras,16,No
Disabled,Debit Card,London Euston,4,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,London Euston,7,No
Disabled,Contactless,London Kings Cross,23,No
Adult,Credit Card,Liverpool Lime Street,2,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London Kings Cross,35,No
None,Contactless,Liverpool Lime Street,15,No
Adult,Credit Card,London Euston,72,No
None,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Liverpool Lime Street,2,No
Adult,Credit Card,Oxford,17,No
None,Credit Card,Liverpool Lime Street,3,No
Disabled,Contactless,London Kings Cross,24,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London St Pancras,12,No
Disabled,Credit Card,London Kings Cross,35,No
None,Credit Card,London Euston,10,No
Disabled,Credit Card,Liverpool Lime Street,2,No
Disabled,Credit Card,Liverpool Lime Street,2,Yes
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,Liverpool Lime Street,15,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Birmingham New Street,33,No
None,Credit Card,London Paddington,13,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,86,No
None,Contactless,London Kings Cross,35,No
Adult,Contactless,London Paddington,65,No
Disabled,Credit Card,Manchester Piccadilly,3,No
Adult,Credit Card,London St Pancras,5,No
Disabled,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,12,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,3,No
Disabled,Credit Card,London Euston,4,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,57,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,70,No
Senior,Debit Card,London Paddington,17,No
Senior,Debit Card,London Paddington,17,No
Senior,Debit Card,London Paddington,17,No
Senior,Debit Card,London Paddington,36,No
None,Credit Card,London Kings Cross,70,No
None,Debit Card,Birmingham New Street,44,No
None,Credit Card,London Euston,13,No
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,Birmingham New Street,27,No
None,Contactless,London St Pancras,16,No
None,Credit Card,Reading,25,No
None,Credit Card,London Euston,13,No
None,Credit Card,Liverpool Lime Street,6,No
None,Credit Card,London Kings Cross,70,No
Senior,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,86,No
None,Credit Card,Reading,18,No
None,Contactless,London St Pancras,8,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,London St Pancras,8,No
Disabled,Credit Card,London Kings Cross,47,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,Liverpool Lime Street,151,No
Adult,Contactless,Manchester Piccadilly,5,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Liverpool Lime Street,151,No
Adult,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,London St Pancras,16,No
None,Contactless,Manchester Piccadilly,10,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,151,No
Disabled,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,Manchester Piccadilly,19,No
None,Contactless,London Euston,7,No
None,Credit Card,London Euston,13,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,25,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,London Paddington,63,No
None,Credit Card,London Paddington,25,No
None,Contactless,London Paddington,25,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,London Paddington,25,No
Adult,Contactless,Oxford,34,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Kings Cross,35,No
None,Contactless,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,York,4,No
None,Credit Card,London Euston,7,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,18,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,Yes
Adult,Contactless,London Kings Cross,23,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Reading,9,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Euston,10,No
None,Contactless,London Kings Cross,53,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Kings Cross,57,No
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,London St Pancras,5,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London Paddington,13,No
Senior,Contactless,London St Pancras,5,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London Kings Cross,86,No
None,Contactless,Reading,6,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,London Euston,72,No
None,Contactless,London St Pancras,12,No
Adult,Credit Card,London St Pancras,8,No
Adult,Credit Card,Liverpool Lime Street,3,No
